chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
III	539218	542784	3567	539218-542784	+	CDS	SPCP31B10.06	tcb2	SPCP31B10.06.1	tricalbin, C2 domain protein (phospholipid binding) ER-plasma membrane tethering protein Tcb2
III	543222	545750	2529	543222-545750	+	CDS	SPCP31B10.07	eft202	SPCP31B10.07.1	translation elongation factor 2 (EF-2) Eft2,B
III	546155	546671	327	546155-546272,546463-546671	-	CDS	SPCP31B10.08c	rpl35A01	SPCP31B10.08c.1	60S ribosomal protein L35A
III	547171	551640	4290	547171-547284,547465-551640	+	CDS	SPCC962.01	tcb1	SPCC962.01.1	tricalbin, C2 domain protein (phospholipid binding) ER-plasma membrane tethering protein Tcb1
III	552004	555044	2994	552004-554868,554916-555044	-	CDS	SPCC962.02c	bir1	SPCC962.02c.1	survivin, Bir1
III	556369	557997	1629	556369-557997	-	CDS	SPCC962.03c	cut15	SPCC962.03c.1	importin alpha family nuclear import signal receptor adaptor Cut15
III	559081	559600	438	559081-559461,559544-559600	+	CDS	SPCC962.04	rps1201	SPCC962.04.1	40S ribosomal protein S12
III	560417	562096	1560	560417-560640,560761-562096	+	CDS	SPCC962.05	ast1	SPCC962.05.1	nuclease, XP-G family protein Ast1
III	562292	564101	1764	562292-564024,564071-564101	-	CDS	SPCC962.06c	bpb1	SPCC962.06c.1	KH and CC/hC domain splicing factor Bpb1
III	565963	567173	921	565963-565994,566111-566237,566412-567173	+	CDS	SPCC1672.01	None	SPCC1672.01.1	histidinol-phosphatase
III	568249	569013	765	568249-569013	-	CDS	SPCC1672.02c	sap1	SPCC1672.02c.1	switch-activating protein Sap1
III	571787	573370	1584	571787-573370	-	CDS	SPCC1672.03c	gud1	SPCC1672.03c.1	guanine deaminase Gud1
III	574596	575435	339	574596-574849,574917-574985,575420-575435	-	CDS	SPCC1672.04c	cox19	SPCC1672.04c.1	mitochondrial copper chaperone for cytochrome c oxidase Cox19
III	576139	577344	1206	576139-577344	-	CDS	SPCC1672.05c	yrs1	SPCC1672.05c.1	cytoplasmic tyrosine-tRNA ligase Yrs1
III	577606	580368	2763	577606-580368	-	CDS	SPCC1672.06c	asp1	SPCC1672.06c.1	diphosphoinositol pentakisphosphate kinase/IP8 pyrophosphatase
III	581433	584200	2709	581433-581508,581568-584200	+	CDS	SPCC1672.07	utp21	SPCC1672.07.1	small subunit processome, U3 snoRNP-associated protein Utp21
III	585352	586209	858	585352-586209	-	CDS	SPCC1672.08c	tfa2	SPCC1672.08c.1	transcription factor TFIIE beta subunit, TFIIEB, Tfa2
III	586489	588091	1404	586489-586523,586562-587018,587135-587522,587568-588091	+	CDS	SPCC1672.09	None	SPCC1672.09.1	triglyceride lipase-cholesterol esterase
III	590031	591483	1293	590031-590115,590188-590293,590382-591483	+	CDS	SPCC1672.10	mis16	SPCC1672.10.1	histone H4 chaperone, CENP-A recruiting complex CENP-A chaperone, WD repeat subunit Mis16
III	591802	595749	3948	591802-595749	-	CDS	SPCC1672.11c	None	SPCC1672.11c.1	P-type ATPase P5 type
III	596222	597550	912	596222-596353,596462-596847,596893-596963,597079-597154,597218-597378,597418-597471,597519-597550	-	CDS	SPCC1672.12c	get4	SPCC1672.12c.1	TRC complex (ER membrane insertion) subunit Get4
III	597748	600331	2307	597748-597780,597821-597982,598030-598149,598249-598687,598728-600186,600238-600331	+	CDS	SPCC1183.01	sec15	SPCC1183.01.1	exocyst complex subunit Exo6
III	600956	601898	663	600956-601108,601389-601898	+	CDS	SPCC1183.02	None	SPCC1183.02.1	glutathione S-transferase, translational elongation factor eEF1
III	602264	602974	477	602264-602408,602563-602657,602738-602974	-	CDS	SPCC1183.03c	fxn1	SPCC1183.03c.1	mitochondrial [2Fe-2S] cluster assembly frataxin Fxn1
III	603510	605133	1575	603510-604942,604992-605133	-	CDS	SPCC1183.04c	pet127	SPCC1183.04c.1	mitochondrial RNA 5'-end processing Pet127
III	605416	608699	2742	605416-605497,605550-605957,605997-606105,606143-606274,606312-606575,606624-607781,607836-607921,607961-608057,608123-608222,608263-608325,608413-608423,608468-608699	-	CDS	SPCC1183.05c	lig4	SPCC1183.05c.1	DNA repair ligase Lig4
III	608933	610025	969	608933-609159,609217-609549,609617-610025	+	CDS	SPCC1183.06	ung1	SPCC1183.06.1	uracil DNA N-glycosylase Ung1
III	610301	610768	417	610301-610701,610753-610768	-	CDS	SPCC1183.12	spo13	SPCC1183.12.1	sporulation specific RabGEF Spo13
III	612233	617305	5073	612233-617305	+	CDS	SPCC1183.07	rrp5	SPCC1183.07.1	U3 snoRNP-associated protein Rrp5
III	617796	618446	651	617796-618446	-	CDS	SPCC1183.08c	rpl101	SPCC1183.08c.1	60S ribosomal protein L10a
III	619179	619621	330	619179-619201,619252-619460,619524-619621	-	CDS	SPCC1183.09c	pmp31	SPCC1183.09c.1	plasma membrane proteolipid Pmp31
III	621501	622585	777	621501-621639,621809-622054,622104-622376,622418-622459,622509-622585	+	CDS	SPCC1183.10	wtf10	SPCC1183.10.1	wtf antidote-like meiotic drive suppressor Wtf10
III	625920	628955	3036	625920-628955	+	CDS	SPCC1183.11	msy1	SPCC1183.11.1	MS calcium ion channel protein Msy1
III	629503	630423	921	629503-630423	-	CDS	SPCC31H12.02c	mug73	SPCC31H12.02c.1	multispanning 7TM plasma membrane rhodopsin family protein, implicated in signalling
III	631384	632121	738	631384-632121	-	CDS	SPCC31H12.03c	mlo1	SPCC31H12.03c.1	RNA binding protein
III	633108	633700	498	633108-633593,633689-633700	-	CDS	SPCC31H12.04c	rpl1202	SPCC31H12.04c.1	60S ribosomal protein L12.1/L12A
III	634892	636339	969	634892-634990,635042-635743,636114-636238,636297-636339	-	CDS	SPCC31H12.05c	sds21	SPCC31H12.05c.1	serine/threonine protein phosphatase PP1 catalytic subunit Sds21
III	638144	639550	1407	638144-639550	+	CDS	SPCC31H12.06	mug111	SPCC31H12.06.1	major facilitator family transmembrane transporter Mug111
III	640205	642657	2280	640205-640235,640285-640456,640516-640547,640613-642657	+	CDS	SPCC31H12.07	sec231	SPCC31H12.07.1	COPII cargo receptor subunit Sec23a
III	643357	645429	2073	643357-645429	-	CDS	SPCC31H12.08c	ccr4	SPCC31H12.08c.1	CCR4-Not complex 3'-5'-exoribonuclease subunit 6
III	646041	648340	1932	646041-646137,646188-646452,646502-646670,646727-647820,648034-648340	-	CDS	SPCC5E4.03c	taf5	SPCC5E4.03c.1	SAGA complex/TATA-binding protein associated factor/transcription factor TFIID complex WD repeat subunit Taf5
III	649708	655312	5487	649708-651797,651837-652138,652180-652474,652513-655312	+	CDS	SPCC5E4.04	cut1	SPCC5E4.04.1	separase/separin
III	655552	656688	1137	655552-656688	-	CDS	SPCC5E4.05c	mgl1	SPCC5E4.05c.1	mitochondrial acylglycerol lipase Mgl1
III	657518	658351	597	657518-657801,657869-657941,658011-658121,658176-658267,658315-658351	-	CDS	SPCC5E4.10c	None	SPCC5E4.10c.1	human leukocyte receptor 1 ortholog, implicated in mRNA splicing
III	658679	662207	3423	658679-658789,658896-662207	+	CDS	SPCC5E4.06	smc6	SPCC5E4.06.1	Smc5-6 complex SMC P-loop ATPase subunit Smc6
III	662521	662967	447	662521-662967	+	CDS	SPCC5E4.07	rpl2802	SPCC5E4.07.1	60S ribosomal protein L27/L28
III	663600	664154	555	663600-664154	+	CDS	SPCC16C4.19	rpp21	SPCC16C4.19.1	RNase MRP subunit Rpp21
III	664728	666217	1149	664728-665035,665119-665384,665463-665524,665605-666093,666194-666217	+	CDS	SPCC16C4.01	sif2	SPCC16C4.01.1	mitochondrial protein, involved in mitochondrial gene expression
III	666747	667077	234	666747-666940,666993-667020,667066-667077	-	CDS	SPCC16C4.20c	hap2	SPCC16C4.20c.1	Ino80 complex HMG box protein Hap2
III	668238	669884	1647	668238-669884	-	CDS	SPCC16C4.02c	asi1	SPCC16C4.02c.1	armadillo-type fold protein, neurochondrin ortholog, implicated in calcium mediated signalling, and the regulation of cytoskeleton organization Asi1
III	670564	671236	528	670564-670964,671110-671236	+	CDS	SPCC16C4.03	pin1	SPCC16C4.03.1	peptidyl-prolyl cis-trans isomerase Pin1
III	673067	673965	801	673067-673329,673375-673579,673633-673965	+	CDS	SPCC16C4.04	pex26	SPCC16C4.04.1	peroxisomal membrane protein anchor Pex26
III	674482	675202	606	674482-674552,674614-674959,675014-675202	+	CDS	SPCC16C4.05	pop23	SPCC16C4.05.1	RNase P and RNase MRP subunit Pop23
III	675363	676656	1242	675363-675480,675533-676656	-	CDS	SPCC16C4.06c	pus3	SPCC16C4.06c.1	tRNA pseudouridine synthase Pus3
III	677206	677451	246	677206-677451	+	CDS	SPCC16C4.21	None	SPCC16C4.21.1	dubious
III	679372	681057	1686	679372-681057	+	CDS	SPCC16C4.07	scw1	SPCC16C4.07.1	RNA-binding protein Scw1
III	681661	682922	1026	681661-681964,682029-682186,682256-682646,682750-682922	-	CDS	SPCC16C4.08c	skb15	SPCC16C4.08c.1	p21 activated protein kinase inhibitor Skb15
III	686258	689458	3201	686258-689458	+	CDS	SPCC16C4.09	sts5	SPCC16C4.09.1	cytoplasmic P body 3'-5'-exoribonuclease, Dis3L2-related
III	690724	691088	264	690724-690843,690945-691088	+	CDS	SPCC16C4.22	dpb3	SPCC16C4.22.1	DNA polymerase epsilon Dpb3
III	691797	692688	774	691797-691981,692100-692688	+	CDS	SPCC16C4.10	pgl1	SPCC16C4.10.1	6-phosphogluconolactonase Pgk1
III	693650	694567	867	693650-693677,693729-694567	+	CDS	SPCC16C4.11	pef1	SPCC16C4.11.1	cyclin-dependent protein kinase Pho85/PhoA-like Pef1
III	695464	696063	543	695464-695541,695599-696063	+	CDS	SPCC16C4.12	naa20	SPCC16C4.12.1	NatB N-acetyltransferase complex catalytic subunit Naa20
III	697031	697528	498	697031-697528	-	CDS	SPCC16C4.13c	rpl1201	SPCC16C4.13c.1	60S ribosomal protein L12.1/L12A
III	697721	700741	3021	697721-700741	-	CDS	SPCC16C4.14c	sfc4	SPCC16C4.14c.1	transcription factor TFIIIC complex subunit Sfc4
III	701818	702979	1089	701818-701979,702053-702979	+	CDS	SPCC16C4.15	rml2	SPCC16C4.15.1	mitochondrial ribosomal protein subunit L2
III	703501	704295	621	703501-703648,703771-704023,704076-704295	-	CDS	SPCC16C4.16c	cbc3	SPCC16C4.16c.1	nuclear cap-binding complex variant subunit Cbc3
III	704934	705641	708	704934-705641	+	CDS	SPCC16C4.17	mug123	SPCC16C4.17.1	Schizosaccharomyces specific protein Mug123
III	706061	707577	1359	706061-707287,707446-707577	-	CDS	SPCC16C4.18c	taf6	SPCC16C4.18c.1	SAGA complex/transcription factor TFIID complex histone H4-like subunit Taf6
III	708503	710233	1731	708503-710233	+	CDS	SPCPJ732.01	vps5	SPCPJ732.01.1	retromer complex subunit Vps5
III	710869	712672	1668	710869-711072,711124-711618,711704-712672	-	CDS	SPCPJ732.02c	xks1	SPCPJ732.02c.1	xylulose kinase Xks1
III	714236	714786	453	714236-714512,714571-714624,714665-714786	+	CDS	SPCPJ732.03	meu15	SPCPJ732.03.1	Schizosaccharomyces pombe specific protein Meu15
III	715311	719903	4593	715311-719903	-	CDS	SPCC18B5.01c	bfr1	SPCC18B5.01c.1	plasma membrane brefeldin A efflux transporter Bfr1
III	723746	724764	1019	723746-724764	-	pseudogenic_transcript	SPCC18B5.02c	None	SPCC18B5.02c.1	cinnamoyl-CoA reductase pseudogene
III	728128	730761	2634	728128-730761	+	CDS	SPCC18B5.03	wee1	SPCC18B5.03.1	M phase inhibitor protein kinase Wee1
III	731904	732404	501	731904-732404	+	CDS	SPCC18B5.04	rsm18	SPCC18B5.04.1	mitochondrial ribosomal protein subunit S18
III	732924	733907	984	732924-733907	-	CDS	SPCC18B5.05c	None	SPCC18B5.05c.1	phosphomethylpyrimidine kinase
III	735027	736416	1173	735027-735106,735160-735213,735274-735572,735629-735735,735784-736416	+	CDS	SPCC18B5.06	dom34	SPCC18B5.06.1	Dom34-Hbs1 translation release factor complex subunit, peloto ortholog Dom34
III	737366	739115	1650	737366-738597,738646-738944,738997-739115	-	CDS	SPCC18B5.07c	nup61	SPCC18B5.07c.1	nucleoporin Nup61
III	739315	742236	2922	739315-742236	-	CDS	SPCC18B5.08c	ism1	SPCC18B5.08c.1	mitochondrial isoleucine-tRNA ligase
III	743414	743764	351	743414-743764	-	CDS	SPCC18B5.09c	thc1	SPCC18B5.09c.1	RRM RNA binding protein involved in snRNA processing Thc1
III	743910	745149	930	743910-744053,744120-744198,744244-744488,744531-744599,744652-744743,744787-745060,745123-745149	-	CDS	SPCC18B5.10c	tho3	SPCC18B5.10c.1	THO complex subunit Tho3
III	745296	747124	1383	745296-745575,745648-745856,745895-746104,746170-746429,746498-746582,746628-746659,746727-746775,746867-747124	-	CDS	SPCC18B5.11c	cds1	SPCC18B5.11c.1	DNA replication checkpoint kinase Cds1
III	747639	748397	711	747639-747675,747724-748397	+	CDS	SPCC14G10.01	cab5	SPCC14G10.01.1	dephospho-CoA kinase
III	748898	753646	4707	748898-748928,748971-753646	+	CDS	SPCC14G10.02	urb1	SPCC14G10.02.1	ribosome biogenesis protein Urb1
III	753931	754424	390	753931-754086,754191-754424	-	CDS	SPCC14G10.03c	ump1	SPCC14G10.03c.1	proteasome maturation factor Ump1
III	754706	756658	1494	754706-754800,754884-754943,755054-755106,755373-756658	+	CDS	SPCC14G10.04	eap1	SPCC14G10.04.1	eIF4E-associated protein Eap1
III	758368	760525	2010	758368-758574,758619-759183,759247-759987,760029-760525	+	CDS	SPCC1020.13c	None	SPCC1020.13c.1	DDHD family phospholipase
III	761151	762080	867	761151-761299,761363-762080	+	CDS	SPCC1020.12c	xap5	SPCC1020.12c.1	splicing factor, xap-5-like protein
III	763259	763755	327	763259-763318,763400-763655,763745-763755	+	CDS	SPCC1020.11c	emc6	SPCC1020.11c.1	ER membrane protein complex subunit Emc6
III	764795	766747	1953	764795-766747	-	CDS	SPCC1020.10	oca2	SPCC1020.10.1	serine/threonine protein kinase Oca2
III	772064	773263	1200	772064-773263	-	CDS	SPCC1020.09	gnr1	SPCC1020.09.1	Telomerase Cajal body protein WRAP53 orthlog, Gnr1
III	773880	775946	2067	773880-775946	-	CDS	SPCC1020.08	tyw1	SPCC1020.08.1	tRNA wybutosine biosynthesis protein Tyw1
III	776616	777619	711	776616-777187,777245-777307,777373-777415,777587-777619	-	CDS	SPCC1020.07	None	SPCC1020.07.1	pseudouridine-5'-phosphatase
III	779392	780360	969	779392-780360	+	CDS	SPCC1020.06c	tal1	SPCC1020.06c.1	transaldolase Tal1
III	780935	782464	1530	780935-782464	-	CDS	SPCC1020.05	dcr2	SPCC1020.05.1	serine/threonine protein phosphatase Dcr2
III	784027	788028	4002	784027-788028	-	CDS	SPCC1020.14	Tf2-12	SPCC1020.14.1	retrotransposable element/transposon Tf2-type
III	788995	789641	429	788995-789269,789488-789641	+	CDS	SPCC1020.04c	rpb6	SPCC1020.04c.1	DNA-directed RNA polymerase I, II and III subunit Rpb6
III	790144	791599	1194	790144-790682,790726-791138,791358-791599	-	CDS	SPCC1020.03	mmt1	SPCC1020.03.1	mitochondrial (zinc or iron) ion transmembrane transporter Mmt1
III	792414	796508	4095	792414-796508	-	CDS	SPCC1020.02	spc7	SPCC1020.02.1	outer kinetochore KNL network protein, KNL-1 family member, blinkin, Spc7
III	799073	802105	3033	799073-802105	+	CDS	SPCC1020.01c	pma2	SPCC1020.01c.1	plasma membrane P-type proton exporting ATPase, P3-type Pma2
III	802643	803863	1221	802643-803863	-	CDS	SPCC1393.02c	spt2	SPCC1393.02c.1	histone H3-H4 chaperone Spt2
III	804176	804637	462	804176-804637	+	CDS	SPCC1393.03	rps1501	SPCC1393.03.1	40S ribosomal protein S15
III	805737	806512	702	805737-805878,805953-806512	+	CDS	SPCC1393.04	fta4	SPCC1393.04.1	Mis6-Sim4 complex subunit Fta4
III	807091	810395	2871	807091-807121,807158-807233,807273-807321,807361-807410,807466-807880,807926-809205,809256-809303,809341-809451,809494-809775,809826-809912,809954-810395	+	CDS	SPCC1393.05	ers1	SPCC1393.05.1	RNA-silencing factor Ers1
III	810521	811903	1242	810521-811521,811572-811694,811743-811815,811859-811903	-	CDS	SPCC1393.06c	ipi1	SPCC1393.06c.1	rixosome complex armadillo-type fold Ipi1
III	812156	814749	2538	812156-813471,813528-814749	-	CDS	SPCC1393.07c	mug4	SPCC1393.07c.1	Schizosaccharomyces specific protein, possible cell surface protein Mug4
III	818549	820222	1674	818549-820222	+	CDS	SPCC1393.08	fil1	SPCC1393.08.1	DNA-binding transcription factor, zf-GATA-type, amino acid sensing, Fil1
III	821336	822351	648	821336-821713,821864-822000,822073-822141,822288-822351	-	CDS	SPCC1393.09c	gir2	SPCC1393.09c.1	RWD domain protein, involved in cytoplasmic translation Gir2
III	824353	825222	870	824353-825222	+	CDS	SPCC1393.10	ctr4	SPCC1393.10.1	plasma membrane copper transporter complex subunit Ctr4
III	825743	826051	309	825743-826051	-	CDS	SPCC1393.14	ten1	SPCC1393.14.1	telomere cap complex subunit Ten1
III	827538	828131	594	827538-828131	+	CDS	SPCC1393.11	mrpl20	SPCC1393.11.1	mitochondrial ribosomal protein subunit L58
III	829573	829899	327	829573-829899	+	CDS	SPCC1393.12	None	SPCC1393.12.1	Schizosaccharomyces specific protein
III	830999	832434	1329	830999-831029,831137-832434	+	CDS	SPCC1393.13	duf89	SPCC1393.13.1	cobalt/nickel-dependent phosphatase Duf89
III	834440	836191	1752	834440-836191	+	CDS	SPCC2H8.02	pho843	SPCC2H8.02.1	plasma membrane inorganic phosphate transmembrane transporter Pho843
III	837072	837936	801	837072-837278,837343-837936	+	CDS	SPCC2H8.04	lyr2	SPCC2H8.04.1	mitochondrial LYR family protein Lyr2
III	838241	838894	654	838241-838894	-	CDS	SPCC2H8.05c	dbl1	SPCC2H8.05c.1	double strand break localizing protein Dbl1, implicated in DNA repair
III	839860	841554	1695	839860-841554	-	CDS	SPCC63.02c	aah3	SPCC63.02c.1	cell wall alpha-amylase homolog Aah3
III	843499	845551	1839	843499-843552,843614-844827,844878-845298,845356-845485,845532-845551	+	CDS	SPCC63.03	mib1	SPCC63.03.1	mitochondrial MIB complex subunit, human DNAJC11 ortholog Mib1
III	845856	849965	4110	845856-849965	+	CDS	SPCC63.04	mok14	SPCC63.04.1	spore wall alpha-1,4-glucan synthase, meiotic Mok14
III	850340	851311	972	850340-851311	+	CDS	SPCC63.05	tap42	SPCC63.05.1	TAP42 family TORC1 signalling protein Tap42
III	851818	852813	996	851818-852813	+	CDS	SPCC63.06	wdr89	SPCC63.06.1	WD repeat protein, human WDR89 family, implicated in ribosome biogenesis
III	854528	855523	786	854528-854763,854825-855125,855222-855326,855380-855523	+	CDS	SPCC63.07	thg1	SPCC63.07.1	tRNAHis guanylyltransferase Thg1
III	855944	858498	2493	855944-858334,858397-858498	-	CDS	SPCC63.08c	atg1	SPCC63.08c.1	autophagy serine/threonine protein kinase Atg1
III	860545	862116	1515	860545-861820,861878-862116	-	CDS	SPCC63.10c	sec59	SPCC63.10c.1	dolichol kinase Sec59
III	863047	865035	1989	863047-865035	+	CDS	SPCC63.11	prp28	SPCC63.11.1	U5 snRNP-associated ATP-dependent RNA helicase Prp28
III	865673	866287	615	865673-866287	-	CDS	SPCC63.12c	pup3	SPCC63.12c.1	20S proteasome complex subunit beta 3, Pup3
III	867460	868086	627	867460-868086	+	CDS	SPCC63.13	None	SPCC63.13.1	DNAJ (Hsp40) chaperone family protein
III	868606	872160	3555	868606-872160	+	CDS	SPCC63.14	eis1	SPCC63.14.1	eisosome assembly protein Eis1
III	873889	874875	987	873889-874875	+	CDS	SPCC16A11.01	sfk1	SPCC16A11.01.1	plasma membrane protein involved in inositol lipid-mediated signaling Sfk1
III	875594	877964	2334	875594-875619,875657-877964	+	CDS	SPCC16A11.02	utp13	SPCC16A11.02.1	small subunit processome, U3 snoRNP-associated protein Utp13
III	878241	879949	1401	878241-879534,879843-879949	-	CDS	SPCC16A11.03c	None	SPCC16A11.03c.1	DUF2009 family protein, conserved in yeast and apicomplexa
III	880501	883533	3033	880501-883533	+	CDS	SPCC16A11.04	snx12	SPCC16A11.04.1	ER-vacuole tethering sorting nexin Snx12
III	883832	884527	429	883832-884047,884101-884211,884295-884335,884417-884442,884493-884527	-	CDS	SPCC16A11.05c	dim1	SPCC16A11.05c.1	U4/U6 x U5 tri-snRNP complex subunit Dim1
III	885540	887060	1521	885540-887060	-	CDS	SPCC16A11.06c	gpi10	SPCC16A11.06c.1	pig-B
III	887059	887553	495	887059-887553	+	CDS	SPCC16A11.07	coq10	SPCC16A11.07.1	mitochondrial ubiquinone binding protein Coq10
III	889285	891066	1605	889285-889428,889487-889595,889715-891066	+	CDS	SPCC16A11.08	atg20	SPCC16A11.08.1	autophagy associated PX/BAR domain sorting nexin Atg20
III	891994	892626	633	891994-892626	-	CDS	SPCC16A11.09c	tim23	SPCC16A11.09c.1	TIM23 translocase complex subunit Tim23
III	893299	894280	390	893299-893448,893535-893626,894133-894280	-	CDS	SPCC16A11.10c	oca8	SPCC16A11.10c.1	cytochrome b5
III	894751	895098	348	894751-895098	+	CDS	SPCC16A11.11	mrpl31	SPCC16A11.11.1	mitochondrial ribosomal protein subunit L60
III	895330	898104	2550	895330-897559,897785-898104	-	CDS	SPCC16A11.12c	ubp1	SPCC16A11.12c.1	ubiquitin C-terminal hydrolase Ubp1
III	898613	899407	795	898613-899407	+	CDS	SPCC16A11.13	luc7	SPCC16A11.13.1	U1 snRNP-associated protein Luc7
III	900064	901320	1257	900064-901320	+	CDS	SPCC16A11.14	sfh1	SPCC16A11.14.1	RSC complex subunit Sfh1
III	902075	902428	354	902075-902428	-	CDS	SPCC16A11.15c	None	SPCC16A11.15c.1	Schizosaccharomyces specific protein
III	903575	905048	1167	903575-904525,904636-904720,904918-905048	-	CDS	SPCC16A11.16c	rpn1302	SPCC16A11.16c.1	19S proteasome regulatory subunit Rpn13b
III	906295	909030	2736	906295-909030	+	CDS	SPCC16A11.17	mcm4	SPCC16A11.17.1	MCM complex subunit Mcm4/Cdc21
III	909443	910792	1350	909443-910792	-	CDS	SPCC24B10.02c	None	SPCC24B10.02c.1	NAD/NADH kinase
III	912214	912787	387	912214-912357,912545-912787	+	CDS	SPCC24B10.03	None	SPCC24B10.03.1	Schizosaccharomyces specific protein
III	913579	914178	600	913579-914178	+	CDS	SPCC24B10.04	mrpl50	SPCC24B10.04.1	mitochondrial ribosomal protein subunit L50
III	914870	915358	255	914870-914947,915182-915358	+	CDS	SPCC24B10.05	tim9	SPCC24B10.05.1	Tim9-Tim10 complex subunit Tim9
III	916403	917152	471	916403-916526,916741-916891,916957-917152	+	CDS	SPCC24B10.06	None	SPCC24B10.06.1	Schizosaccharomyces specific protein, predicted GPI anchor
III	919010	920790	1710	919010-919031,919103-920790	+	CDS	SPCC24B10.07	gad8	SPCC24B10.07.1	serine/threonine protein kinase (AGC family) Gad8
III	921275	922588	1314	921275-922588	-	CDS	SPCC24B10.08c	ada2	SPCC24B10.08c.1	SAGA complex subunit Ada2
III	923757	924219	399	923757-923759,923824-924219	+	CDS	SPCC24B10.09	rps1702	SPCC24B10.09.1	40S ribosomal protein S17
III	924665	925732	1068	924665-925732	-	CDS	SPCC24B10.10c	yta4	SPCC24B10.10c.1	mitochondrial outer membrane dislocase Msp1/Yta4
III	926348	927114	609	926348-926579,926629-926779,926836-927054,927108-927114	-	CDS	SPCC24B10.11c	tho7	SPCC24B10.11c.1	THO complex subunit Tho7
III	927315	927839	525	927315-927839	+	CDS	SPCC24B10.12	cgi121	SPCC24B10.12.1	EKC/KEOPS complex subunit Cgi121
III	928962	929384	423	928962-929384	+	CDS	SPCC24B10.13	skb5	SPCC24B10.13.1	protein kinase activator Skb5
III	930105	930829	612	930105-930560,930674-930829	-	CDS	SPCC24B10.14c	xlf1	SPCC24B10.14c.1	XRCC4-like nonhomologous end joining factor, Cernunnon Xlf1/Nej1
III	933883	935280	1398	933883-935280	+	CDS	SPCC24B10.15	swt1	SPCC24B10.15.1	RNA endoribonuclease involved in mRNP quality control Swt1
III	935648	936022	375	935648-936022	-	CDS	SPCC24B10.16c	pac4	SPCC24B10.16c.1	proteasome assembly chaperone Pac4
III	936484	937279	600	936484-936577,936644-936840,936971-937279	+	CDS	SPCC24B10.17	emp24	SPCC24B10.17.1	COPII-coated vesicle component Emp24
III	937915	938531	282	937915-938005,938288-938343,938397-938531	+	CDS	SPCC24B10.18	None	SPCC24B10.18.1	DUF2462 family protein, human Leydig cell tumor 10 kDa protein homolog, implicated in rRNA transcription or rRNA processing
III	938856	940816	1482	938856-940177,940657-940816	-	CDS	SPCC24B10.19c	nts1	SPCC24B10.19c.1	Clr6 histone deacetylase complex subunit Nts1
III	943697	944461	765	943697-944461	+	CDS	SPCC24B10.20	None	SPCC24B10.20.1	short chain dehydrogenase, unknown specificity
III	945839	946588	750	945839-946588	+	CDS	SPCC24B10.21	tpi1	SPCC24B10.21.1	triosephosphate isomerase
III	947310	950366	3057	947310-950366	+	CDS	SPCC24B10.22	pog1	SPCC24B10.22.1	mitochondrial DNA polymerase, gamma subunit Pog1
III	950766	952154	1020	950766-951526,951565-951640,951691-951753,952035-952154	-	CDS	SPCPB16A4.02c	opy1	SPCPB16A4.02c.1	pleckstrin homology domain protein Opy1
III	953726	955483	1758	953726-955483	-	CDS	SPCPB16A4.03c	ade10	SPCPB16A4.03c.1	bifunctional IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamideformyltransferase
III	957087	958098	822	957087-957735,957869-957927,957985-958098	-	CDS	SPCPB16A4.04c	trm8	SPCPB16A4.04c.1	tRNA (guanine-N7-)-methyltransferase catalytic subunit Trm8
III	958570	959430	861	958570-959430	-	CDS	SPCPB16A4.05c	ure7	SPCPB16A4.05c.1	urease accessory protein UreG
III	961283	961492	210	961283-961492	+	CDS	SPCPB16A4.07	smp4	SPCPB16A4.07.1	Stm1/Oga1 family protein Smp4
III	962318	962698	381	962318-962698	-	CDS	SPCPB16A4.06c	None	SPCPB16A4.06c.1	Schizosaccharomyces specific protein
III	965175	973142	7968	965175-973142	-	CDS	SPCC1742.01	gsf2	SPCC1742.01.1	cell surface glycoprotein, galactose-specific flocculin Gsf2
III	981994	982332	339	981994-982332	+	CDS	SPCC1795.12c	None	SPCC1795.12c.1	Schizosaccharomyces specific protein, GPI anchored
III	983931	985841	1911	983931-985841	-	CDS	SPCC1795.11	sum3	SPCC1795.11.1	translation initiation RNA helicase Sum3
III	986611	987294	684	986611-987294	+	CDS	SPCC1795.10c	svp26	SPCC1795.10c.1	COPII-coated ER to Golgi transport vesicle protein Svp26
III	987783	989348	1566	987783-989348	-	CDS	SPCC1795.09	yps1	SPCC1795.09.1	aspartic protease, yapsin family, unknown specificity Yps1
III	990290	993413	2985	990290-990298,990381-990661,990719-993413	+	CDS	SPCC1795.08c	vid21	SPCC1795.08c.1	NuA4 histone acetyltransferase complex scaffold subunit Vid21/Eaf1
III	993636	994161	456	993636-993810,993881-994161	-	CDS	SPCC1795.07	sws2	SPCC1795.07.1	mitochondrial ribosomal protein subunit S13
III	995250	995855	606	995250-995855	-	CDS	SPCC1795.06	map2	SPCC1795.06.1	P-factor pheromone Map2
III	998018	998593	576	998018-998593	+	CDS	SPCC1795.05c	ura6	SPCC1795.05c.1	uridylate kinase Ura6
III	999884	1000799	762	999884-999886,999926-1000023,1000073-1000555,1000622-1000799	+	CDS	SPCC1795.04c	pre10	SPCC1795.04c.1	20S proteasome complex subunit alpha 7, Pre10
III	1002739	1003975	1062	1002739-1003704,1003880-1003975	-	CDS	SPCC1795.03	gms1	SPCC1795.03.1	Golgi UDP-galactose transmembrane transporter Gms1
